Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
54,No,Travel_Rarely,856,Research & Development,17,3,Life Sciences,1,686,3,Female,55,4,4,Research Scientist,3,Single,12851,11631,5,Y,No,17,3,4,80,0,22,0,3,22,4,6,1
54,No,Travel_Rarely,250,Research & Development,29,5,Marketing,1,687,2,Female,97,1,3,Manager,3,Married,6717,3736,0,Y,No,22,3,2,80,3,37,2,2,1,1,1,1
27,No,Travel_Frequently,1234,Research & Development,8,5,Marketing,1,688,2,Female,53,2,1,Research Director,3,Single,3091,3459,7,Y,No,21,3,3,80,2,40,6,4,29,8,10,8
27,No,Travel_Rarely,1170,Sales,5,2,Marketing,1,689,3,Male,70,4,2,Manufacturing Director,1,Single,10804,9650,3,Y,No,18,4,3,80,2,39,5,2,18,1,11,0
36,No,Travel_Rarely,1123,Research & Development,17,1,Life Sciences,1,690,4,Male,94,1,1,Healthcare Representative,1,Divorced,13550,2102,1,Y,No,20,3,4,80,0,39,3,4,39,13,1,9
34,No,Travel_Rarely,836,Research & Development,20,3,Marketing,1,691,1,Male,46,3,2,Laboratory Technician,3,Married,1269,19009,0,Y,No,13,3,4,80,1,21,4,4,14,14,14,13
38,Yes,Travel_Rarely,1489,Research & Development,1,2,Other,1,692,3,Female,53,4,1,Manufacturing Director,1,Single,14576,3129,2,Y,Yes,23,3,4,80,0,37,1,3,32,1,4,13
31,No,Travel_Frequently,168,Research & Development,22,4,Medical,1,693,3,Male,56,1,2,Human Resources,3,Married,6991,14857,6,Y,Yes,16,3,4,80,2,40,5,3,40,17,5,6
26,No,Travel_Frequently,398,Sales,18,3,Technical Degree,1,694,2,Male,36,3,4,Laboratory Technician,3,Divorced,1509,20095,9,Y,Yes,21,3,3,80,3,9,2,3,4,4,4,4
18,No,Travel_Rarely,1043,Sales,15,5,Medical,1,695,1,Male,41,4,4,Sales Executive,3,Divorced,2024,8816,9,Y,No,13,3,3,80,3,31,6,4,21,6,1,5
30,No,Non-Travel,901,Research & Development,5,2,Other,1,696,3,Male,32,2,4,Research Director,4,Married,11534,22194,7,Y,Yes,19,3,1,80,1,26,5,2,26,15,14,12
21,No,Travel_Rarely,395,Sales,7,5,Other,1,697,1,Male,39,4,4,Manager,2,Divorced,4972,24553,4,Y,Yes,23,3,4,80,1,34,6,3,34,18,13,7
18,No,Travel_Rarely,302,Research & Development,18,5,Life Sciences,1,698,4,Female,62,2,1,Research Scientist,1,Married,12875,19554,6,Y,Yes,13,3,4,80,2,18,2,3,18,2,0,1
57,No,Travel_Rarely,160,Research & Development,6,5,Medical,1,699,2,Female,75,4,2,Human Resources,1,Married,13256,26081,1,Y,Yes,12,3,2,80,1,38,2,2,38,14,3,9
49,No,Travel_Rarely,1045,Research & Development,22,1,Life Sciences,1,700,4,Female,88,3,4,Research Scientist,3,Divorced,3715,6109,3,Y,No,19,3,2,80,0,6,5,2,6,6,6,5
51,No,Travel_Rarely,1062,Research & Development,21,5,Life Sciences,1,701,1,Female,81,2,1,Research Scientist,4,Single,16281,9223,5,Y,Yes,25,3,3,80,2,38,5,3,38,6,14,15
45,No,Non-Travel,1437,Research & Development,5,4,Life Sciences,1,702,4,Male,35,2,2,Manufacturing Director,4,Single,3108,5056,4,Y,No,21,4,1,80,3,33,5,4,33,7,11,9
48,No,Travel_Rarely,1284,Sales,19,4,Human Resources,1,703,2,Male,31,4,1,Research Scientist,1,Married,7395,6934,5,Y,No,23,3,4,80,3,33,0,4,33,6,3,14
25,No,Travel_Frequently,430,Sales,10,3,Life Sciences,1,704,1,Female,58,1,4,Manufacturing Director,3,Single,6347,19390,1,Y,Yes,24,4,1,80,3,26,5,3,26,2,3,9
56,Yes,Travel_Rarely,437,Research & Development,15,5,Medical,1,705,3,Female,69,2,3,Sales Executive,1,Single,19958,22627,6,Y,No,18,3,1,80,1,22,6,2,4,4,0,4
43,No,Travel_Rarely,1427,Sales,10,5,Marketing,1,706,4,Male,90,4,1,Sales Executive,3,Married,9309,22548,7,Y,No,18,3,3,80,2,39,1,4,3,3,2,1
51,No,Travel_Rarely,1461,Sales,27,2,Life Sciences,1,707,2,Female,97,3,4,Laboratory Technician,3,Married,5306,17431,8,Y,No,12,3,1,80,1,6,4,2,6,6,6,6
20,Yes,Travel_Rarely,738,Research & Development,16,1,Other,1,708,3,Male,97,4,5,Laboratory Technician,2,Married,9414,7793,5,Y,Yes,16,3,4,80,0,25,2,1,2,2,2,2
29,No,Travel_Rarely,374,Research & Development,12,3,Other,1,709,2,Male,58,4,2,Sales Executive,3,Married,16103,8016,6,Y,No,23,3,3,80,2,20,5,2,20,18,1,10
18,No,Non-Travel,1287,Human Resources,18,5,Medical,1,710,1,Female,91,2,4,Research Director,2,Single,16210,23758,0,Y,No,23,3,1,80,1,33,1,2,33,4,7,14
22,Yes,Travel_Rarely,418,Sales,23,2,Medical,1,711,1,Male,89,1,5,Laboratory Technician,1,Married,13623,16956,8,Y,Yes,15,3,3,80,3,25,3,1,8,8,8,3
47,No,Travel_Rarely,688,Sales,1,1,Life Sciences,1,712,4,Male,70,3,1,Sales Executive,1,Married,14370,15692,5,Y,No,24,3,3,80,3,19,6,4,19,1,0,4
47,No,Travel_Rarely,603,Sales,16,3,Technical Degree,1,713,2,Male,94,2,1,Research Scientist,4,Single,2049,3992,3,Y,No,22,3,2,80,0,39,5,4,39,17,12,0
34,No,Travel_Rarely,486,Research & Development,22,3,Life Sciences,1,714,2,Male,93,2,5,Manager,2,Divorced,13819,25033,9,Y,No,12,3,3,80,0,11,0,4,11,3,11,0
40,No,Travel_Rarely,969,Research & Development,6,5,Technical Degree,1,715,2,Female,92,2,5,Laboratory Technician,1,Married,8997,26868,8,Y,No,15,3,1,80,0,38,2,3,38,3,8,9
32,No,Travel_Rarely,932,Research & Development,3,3,Other,1,716,1,Female,77,3,2,Sales Executive,2,Divorced,8568,21710,0,Y,No,14,3,2,80,3,34,1,1,27,7,4,3
54,No,Travel_Rarely,1114,Research & Development,2,2,Life Sciences,1,717,4,Female,49,1,1,Sales Executive,1,Single,18380,4916,1,Y,Yes,19,3,4,80,1,32,6,2,32,10,1,12
38,No,Travel_Rarely,702,Research & Development,28,3,Other,1,718,2,Female,66,3,5,Laboratory Technician,2,Married,1512,6578,2,Y,No,22,4,4,80,3,30,5,1,9,0,9,9
31,No,Travel_Rarely,790,Research & Development,2,4,Life Sciences,1,719,2,Male,93,3,3,Research Scientist,2,Married,6353,23978,0,Y,No,11,3,4,80,3,17,1,1,10,8,10,4
19,No,Travel_Rarely,593,Research & Development,13,2,Other,1,720,3,Male,34,1,3,Manufacturing Director,3,Divorced,9956,15146,1,Y,No,16,3,4,80,3,13,2,1,6,5,3,6
28,Yes,Travel_Rarely,589,Research & Development,9,1,Life Sciences,1,721,2,Male,63,3,5,Research Director,1,Married,10542,20132,1,Y,No,17,3,4,80,1,24,1,1,17,3,2,7
56,No,Travel_Rarely,820,Research & Development,16,1,Marketing,1,722,4,Male,68,4,2,Research Scientist,4,Divorced,15817,19069,6,Y,No,25,3,1,80,3,18,1,1,18,5,6,0
55,No,Non-Travel,1196,Research & Development,27,5,Life Sciences,1,723,3,Male,96,3,1,Manager,3,Married,9157,3942,9,Y,No,22,3,3,80,0,25,6,1,13,12,5,4
51,No,Travel_Rarely,608,Research & Development,5,5,Other,1,724,3,Female,91,2,3,Research Director,4,Divorced,15164,23669,5,Y,No,16,3,2,80,0,35,5,3,16,8,10,16
55,No,Travel_Rarely,489,Human Resources,23,4,Medical,1,725,3,Female,53,3,5,Sales Representative,2,Divorced,16202,15363,8,Y,No,15,3,3,80,0,22,5,1,22,13,11,12
51,No,Travel_Rarely,394,Research & Development,28,1,Life Sciences,1,726,1,Male,32,2,5,Research Director,3,Married,2390,5135,4,Y,No,22,3,3,80,0,36,6,1,18,11,10,4
35,No,Non-Travel,1492,Research & Development,21,1,Marketing,1,727,3,Female,100,3,4,Manager,2,Married,8021,18645,8,Y,No,14,3,1,80,3,40,4,4,2,2,2,2
47,No,Travel_Rarely,895,Research & Development,7,1,Life Sciences,1,728,2,Male,96,2,5,Laboratory Technician,1,Single,16222,6473,9,Y,No,15,3,1,80,3,36,0,1,33,7,3,11
32,No,Travel_Rarely,964,Sales,13,1,Marketing,1,729,1,Female,79,2,2,Research Scientist,1,Divorced,16221,9755,8,Y,No,19,3,1,80,3,24,4,1,24,16,11,1
44,No,Travel_Frequently,648,Sales,20,3,Other,1,730,1,Female,58,2,3,Laboratory Technician,4,Married,14817,9061,1,Y,No,15,3,2,80,0,40,0,4,40,4,2,12
51,No,Travel_Rarely,748,Research & Development,24,2,Life Sciences,1,731,1,Male,61,1,4,Sales Representative,1,Married,11720,25761,8,Y,No,20,4,1,80,1,30,0,4,30,2,6,13
55,No,Travel_Rarely,667,Research & Development,29,2,Life Sciences,1,732,1,Male,68,3,3,Research Scientist,4,Single,16182,14293,2,Y,No,25,3,3,80,2,38,4,4,38,3,5,5
50,No,Travel_Rarely,1310,Sales,27,4,Life Sciences,1,733,1,Female,38,3,3,Sales Executive,2,Married,19280,17768,2,Y,No,18,3,2,80,2,25,6,2,13,7,4,13
41,No,Travel_Rarely,952,Research & Development,26,3,Marketing,1,734,1,Female,43,4,2,Sales Executive,3,Married,10524,22488,8,Y,No,17,3,1,80,2,36,2,1,36,15,14,9
32,No,Non-Travel,869,Sales,13,1,Life Sciences,1,735,1,Female,97,4,5,Manager,1,Married,12948,15625,6,Y,No,14,3,1,80,1,31,6,1,19,10,14,10
47,Yes,Travel_Frequently,544,Sales,27,1,Life Sciences,1,736,3,Female,93,4,2,Healthcare Representative,2,Married,3140,23464,7,Y,Yes,20,3,1,80,3,31,1,1,31,1,9,0
59,No,Travel_Rarely,462,Research & Development,26,5,Life Sciences,1,737,4,Female,49,3,5,Laboratory Technician,3,Single,3433,22326,6,Y,No,15,3,3,80,2,32,3,4,32,7,6,14
34,No,Travel_Rarely,222,Sales,7,5,Medical,1,738,2,Male,57,1,4,Research Scientist,2,Single,12585,20659,8,Y,Yes,17,3,1,80,2,30,4,3,30,6,4,15
22,No,Travel_Rarely,1311,Sales,10,4,Other,1,739,2,Male,43,2,2,Manufacturing Director,4,Married,10209,2926,7,Y,Yes,16,3,3,80,3,24,4,1,6,0,6,6
46,No,Travel_Rarely,841,Research & Development,15,1,Life Sciences,1,740,3,Male,73,3,2,Sales Executive,2,Single,18710,16304,3,Y,No,23,3,2,80,2,21,2,4,4,1,4,4
21,No,Travel_Frequently,779,Research & Development,21,4,Marketing,1,741,3,Male,68,1,1,Laboratory Technician,4,Married,4225,19499,1,Y,No,13,3,1,80,3,26,1,4,3,3,3,2
27,No,Travel_Rarely,519,Research & Development,27,3,Human Resources,1,742,1,Male,57,1,2,Research Scientist,4,Married,13835,12279,4,Y,No,20,3,4,80,2,16,5,4,10,10,0,10
34,No,Travel_Rarely,1375,Research & Development,6,2,Technical Degree,1,743,4,Female,93,3,1,Human Resources,1,Divorced,1025,5586,1,Y,No,25,3,4,80,3,25,6,2,18,2,9,10
27,Yes,Travel_Frequently,1458,Research & Development,5,1,Life Sciences,1,744,1,Male,61,2,5,Laboratory Technician,4,Single,5679,13956,3,Y,Yes,13,3,3,80,0,37,4,4,37,1,11,15
34,No,Travel_Rarely,191,Sales,23,3,Marketing,1,745,3,Male,38,1,5,Laboratory Technician,4,Single,3632,2382,1,Y,No,12,3,1,80,1,19,3,3,19,15,4,5
37,No,Travel_Rarely,162,Human Resources,28,1,Other,1,746,1,Female,57,3,5,Healthcare Representative,2,Married,14359,9910,4,Y,No,24,3,1,80,2,26,1,2,26,0,0,8
41,No,Travel_Rarely,611,Sales,2,5,Life Sciences,1,747,2,Male,46,2,1,Laboratory Technician,4,Married,17522,3170,5,Y,Yes,13,4,4,80,3,28,4,4,28,6,11,0
22,No,Non-Travel,1262,Human Resources,21,4,Medical,1,748,2,Male,84,4,5,Research Scientist,4,Single,15459,17658,0,Y,No,21,3,2,80,0,17,5,3,17,2,12,5
51,No,Travel_Rarely,1308,Research & Development,15,5,Life Sciences,1,749,1,Female,39,1,3,Laboratory Technician,2,Divorced,2482,3465,7,Y,No,20,3,2,80,3,36,4,3,36,15,0,17
23,No,Travel_Rarely,1328,Human Resources,26,2,Life Sciences,1,750,4,Female,35,1,2,Research Director,3,Married,10269,3168,1,Y,No,23,3,3,80,2,24,5,1,24,5,0,12
19,No,Travel_Rarely,871,Sales,16,5,Medical,1,751,1,Male,77,3,1,Research Scientist,1,Married,5320,7028,4,Y,No,11,3,4,80,2,28,0,4,19,13,0,1
30,No,Travel_Rarely,1337,Research & Development,19,1,Technical Degree,1,752,1,Male,96,3,5,Manufacturing Director,2,Single,3745,2133,7,Y,No,23,4,3,80,2,24,0,4,5,5,5,1
60,No,Travel_Frequently,355,Sales,9,5,Life Sciences,1,753,4,Female,70,2,3,Human Resources,4,Divorced,2955,6368,4,Y,No,19,3,3,80,2,35,4,1,35,18,1,3
60,No,Travel_Frequently,234,Sales,29,1,Medical,1,754,4,Male,89,4,2,Manager,2,Single,16749,18660,2,Y,No,12,3,2,80,2,15,2,3,14,0,8,3
28,Yes,Travel_Rarely,974,Research & Development,22,2,Marketing,1,755,4,Male,71,4,2,Manufacturing Director,3,Single,17693,7590,5,Y,Yes,22,3,4,80,0,17,0,4,17,12,6,9
40,No,Travel_Rarely,921,Sales,29,5,Medical,1,756,2,Female,100,3,5,Healthcare Representative,2,Single,10185,15086,0,Y,No,23,3,3,80,3,37,4,1,37,8,13,16
33,No,Travel_Rarely,187,Research & Development,26,4,Technical Degree,1,757,1,Male,57,3,3,Research Director,2,Married,12892,4602,0,Y,Yes,13,3,2,80,3,24,5,1,24,10,10,15
48,No,Travel_Rarely,1087,Sales,19,4,Life Sciences,1,758,3,Male,42,2,1,Research Director,2,Divorced,5510,14112,7,Y,No,15,3,2,80,2,19,1,3,19,0,2,7
28,No,Travel_Rarely,1330,Research & Development,7,4,Other,1,759,4,Male,44,3,5,Research Director,2,Married,12627,10166,6,Y,No,20,3,1,80,3,21,6,3,21,12,8,5
33,No,Travel_Frequently,1252,Research & Development,4,5,Medical,1,760,4,Female,65,2,2,Manufacturing Director,4,Single,6923,15442,9,Y,No,22,3,4,80,0,11,5,4,11,0,3,1
25,Yes,Travel_Rarely,922,Research & Development,3,5,Marketing,1,761,1,Female,44,2,2,Research Scientist,2,Single,1091,16004,9,Y,Yes,14,3,4,80,2,40,3,4,40,2,6,14
21,No,Travel_Rarely,1126,Research & Development,24,5,Human Resources,1,762,3,Male,85,4,2,Sales Executive,3,Married,9373,16046,2,Y,No,23,3,1,80,1,39,0,2,39,16,14,10
57,Yes,Travel_Rarely,1073,Research & Development,29,1,Life Sciences,1,763,1,Male,33,2,5,Research Scientist,2,Single,18391,18159,7,Y,Yes,15,4,3,80,0,38,6,3,32,4,2,15
21,No,Travel_Frequently,1033,Research & Development,20,2,Life Sciences,1,764,1,Male,81,4,4,Research Director,2,Divorced,6813,2412,7,Y,No,16,3,2,80,2,40,6,2,28,5,4,3
42,No,Travel_Frequently,220,Research & Development,11,4,Technical Degree,1,765,4,Male,39,4,4,Sales Representative,4,Single,13302,13912,0,Y,No,15,4,2,80,3,33,6,2,1,1,1,1
20,No,Travel_Frequently,1161,Research & Development,1,1,Medical,1,766,4,Male,74,4,4,Laboratory Technician,4,Single,13821,20881,9,Y,No,20,3,2,80,0,39,4,1,25,9,3,13
49,Yes,Travel_Rarely,1464,Human Resources,6,4,Other,1,767,2,Female,58,3,3,Laboratory Technician,2,Single,4093,16076,6,Y,Yes,11,3,1,80,2,31,0,1,31,10,12,7
20,Yes,Travel_Rarely,1107,Research & Development,26,1,Other,1,768,3,Male,82,4,5,Research Scientist,4,Divorced,3054,12950,1,Y,No,16,3,2,80,3,17,5,4,2,2,2,2
44,No,Travel_Frequently,1024,Research & Development,11,5,Life Sciences,1,769,3,Male,58,2,2,Laboratory Technician,4,Married,17597,14610,1,Y,No,19,3,3,80,3,29,5,3,29,9,11,3
46,No,Travel_Rarely,744,Research & Development,27,4,Medical,1,770,4,Male,52,3,3,Healthcare Representative,2,Divorced,14193,2822,1,Y,No,13,3,3,80,2,18,1,3,18,13,12,3
49,No,Travel_Rarely,813,Research & Development,1,5,Life Sciences,1,771,4,Male,86,2,4,Research Scientist,4,Married,15384,3381,4,Y,No,25,3,1,80,0,22,2,2,9,9,8,5
36,Yes,Travel_Frequently,959,Research & Development,21,4,Life Sciences,1,772,4,Male,79,3,1,Sales Executive,1,Single,2561,6095,6,Y,Yes,12,3,3,80,2,28,4,2,24,3,14,10
38,No,Travel_Frequently,120,Sales,7,3,Human Resources,1,773,3,Male,50,2,3,Laboratory Technician,1,Married,8825,24084,3,Y,No,16,3,4,80,2,40,1,4,18,16,4,0
22,No,Travel_Rarely,341,Sales,6,1,Technical Degree,1,774,2,Female,72,1,3,Research Scientist,1,Married,1833,10846,3,Y,No,22,3,4,80,2,40,3,1,20,17,14,1
35,No,Travel_Rarely,554,Research & Development,14,3,Medical,1,775,3,Female,39,1,5,Human Resources,4,Married,4757,3469,8,Y,No,24,4,2,80,2,31,4,3,5,5,0,5
45,No,Travel_Rarely,1062,Sales,2,1,Life Sciences,1,776,4,Male,59,1,3,Research Scientist,1,Married,6587,17064,9,Y,No,13,3,2,80,2,13,3,3,13,9,12,13
59,No,Travel_Rarely,720,Research & Development,27,2,Life Sciences,1,777,4,Male,80,2,5,Sales Representative,3,Single,6206,14172,8,Y,Yes,14,3,4,80,3,35,2,3,7,7,4,5
39,No,Travel_Rarely,402,Research & Development,4,4,Life Sciences,1,778,2,Male,62,3,1,Research Scientist,1,Single,10039,2118,6,Y,No,16,3,3,80,2,16,4,3,1,1,1,1
38,Yes,Travel_Frequently,902,Research & Development,11,2,Human Resources,1,779,1,Male,47,4,2,Sales Executive,3,Married,19354,19632,9,Y,Yes,22,3,1,80,0,17,4,1,17,8,8,4
23,No,Travel_Frequently,1063,Sales,15,2,Life Sciences,1,780,1,Female,51,4,2,Manufacturing Director,4,Married,1946,14751,3,Y,No,23,3,2,80,1,21,6,4,21,4,7,9
18,No,Travel_Frequently,168,Sales,18,1,Human Resources,1,781,3,Male,93,2,4,Healthcare Representative,1,Divorced,8604,19937,7,Y,No,22,3,2,80,2,33,1,4,29,0,4,6
22,No,Travel_Rarely,1252,Research & Development,27,3,Marketing,1,782,1,Female,50,2,4,Laboratory Technician,3,Single,1433,17677,9,Y,No,16,3,4,80,0,35,0,1,35,4,4,1
58,No,Travel_Frequently,295,Research & Development,1,5,Technical Degree,1,783,1,Female,30,2,1,Research Scientist,4,Divorced,12511,23585,2,Y,No,22,3,4,80,1,27,4,4,27,2,14,3
29,No,Travel_Frequently,239,Research & Development,3,1,Medical,1,784,3,Female,44,2,2,Sales Executive,1,Married,4060,6800,2,Y,Yes,12,3,1,80,0,34,2,4,34,0,13,7
43,Yes,Travel_Rarely,382,Research & Development,3,5,Technical Degree,1,785,4,Female,65,4,4,Manufacturing Director,2,Single,3914,15757,6,Y,Yes,23,3,2,80,3,15,4,2,1,1,1,1
51,Yes,Travel_Frequently,411,Research & Development,28,2,Marketing,1,786,1,Male,76,3,3,Sales Executive,1,Divorced,13247,17938,8,Y,Yes,23,3,3,80,3,35,4,1,35,5,15,1
31,Yes,Travel_Frequently,845,Research & Development,7,5,Human Resources,1,787,4,Female,83,4,5,Research Scientist,1,Married,3703,11506,3,Y,Yes,13,3,3,80,1,17,4,4,17,9,8,8
43,No,Travel_Rarely,376,Research & Development,1,3,Medical,1,788,3,Female,61,2,4,Manufacturing Director,1,Married,4604,20634,3,Y,No,23,3,4,80,1,26,6,2,8,4,8,8
44,Yes,Travel_Rarely,160,Sales,25,1,Medical,1,789,4,Female,87,1,1,Sales Executive,2,Married,2276,8073,0,Y,Yes,19,3,1,80,1,27,4,1,27,11,10,3
26,No,Travel_Rarely,1442,Research & Development,11,3,Marketing,1,790,4,Male,75,4,2,Sales Executive,3,Married,1430,10037,0,Y,No,12,3,4,80,3,27,2,1,7,7,7,7
43,No,Travel_Rarely,151,Research & Development,6,3,Life Sciences,1,791,3,Female,83,1,1,Sales Executive,3,Married,8026,24520,2,Y,No,13,3,1,80,3,34,1,3,7,7,3,5
39,No,Travel_Rarely,252,Human Resources,20,1,Medical,1,792,4,Male,62,1,5,Human Resources,2,Divorced,10858,11005,6,Y,No,19,4,3,80,0,4,0,2,4,1,4,0
47,No,Travel_Frequently,1434,Sales,3,3,Other,1,793,1,Female,68,2,5,Research Scientist,1,Married,19493,9580,8,Y,No,14,3,1,80,3,12,2,2,12,12,9,2
60,No,Travel_Rarely,643,Research & Development,19,4,Life Sciences,1,794,1,Male,52,4,1,Sales Representative,1,Married,17358,3199,3,Y,No,25,4,3,80,1,36,2,2,6,6,5,6
34,Yes,Travel_Rarely,666,Research & Development,2,4,Life Sciences,1,795,1,Female,72,3,4,Research Scientist,1,Married,13140,5863,1,Y,Yes,11,4,1,80,2,24,3,1,20,12,13,8
43,No,Travel_Rarely,721,Research & Development,18,4,Life Sciences,1,796,1,Male,84,4,4,Healthcare Representative,3,Single,9885,4573,5,Y,No,21,3,4,80,2,40,0,3,28,4,4,7
53,No,Travel_Rarely,1300,Sales,12,5,Marketing,1,797,4,Male,31,3,2,Sales Executive,3,Married,3235,12206,5,Y,No,23,3,3,80,1,36,6,1,36,4,10,12
18,No,Travel_Rarely,1485,Research & Development,29,3,Life Sciences,1,798,1,Male,95,3,2,Laboratory Technician,2,Single,5397,13365,8,Y,No,12,3,2,80,3,40,1,4,13,13,10,13
25,No,Travel_Rarely,413,Research & Development,10,1,Marketing,1,799,4,Male,67,2,3,Manager,4,Married,3431,6825,3,Y,Yes,25,3,2,80,1,36,5,4,36,4,4,8
52,No,Travel_Rarely,906,Sales,5,1,Life Sciences,1,800,2,Male,58,3,3,Manager,2,Divorced,8235,13455,7,Y,No,13,4,3,80,3,36,1,4,3,3,3,3
32,No,Travel_Rarely,947,Research & Development,9,5,Life Sciences,1,801,4,Male,96,4,2,Manager,3,Married,10278,18181,2,Y,Yes,19,3,2,80,2,21,5,3,21,3,6,11
39,No,Travel_Rarely,196,Research & Development,2,1,Technical Degree,1,802,1,Female,100,4,3,Manager,1,Single,13186,5266,1,Y,No,25,4,3,80,0,23,3,1,10,6,10,3
31,No,Travel_Rarely,980,Research & Development,2,4,Life Sciences,1,803,2,Female,65,1,1,Sales Executive,1,Married,13041,16135,8,Y,No,19,3,4,80,3,33,3,2,33,16,12,8
43,No,Travel_Frequently,1336,Research & Development,28,3,Other,1,804,3,Female,58,3,4,Laboratory Technician,1,Divorced,12517,26663,5,Y,No,21,3,4,80,0,32,6,4,15,10,1,9
45,No,Travel_Rarely,928,Research & Development,6,1,Life Sciences,1,805,4,Male,66,2,3,Laboratory Technician,1,Single,8325,9162,7,Y,No,25,3,1,80,2,11,2,4,8,5,8,2
40,No,Travel_Frequently,236,Sales,29,1,Medical,1,806,1,Male,74,2,3,Sales Representative,4,Divorced,3852,8651,9,Y,No,16,3,2,80,0,18,1,1,15,12,8,15
31,No,Travel_Rarely,1129,Research & Development,10,2,Life Sciences,1,807,1,Male,45,4,1,Research Scientist,2,Divorced,5120,5424,8,Y,No,24,3,2,80,0,38,5,2,38,11,1,6
41,No,Travel_Rarely,1110,Sales,18,2,Life Sciences,1,808,1,Female,60,3,5,Research Director,2,Single,13472,8116,0,Y,Yes,21,3,2,80,1,15,1,3,15,4,8,7
19,No,Travel_Rarely,208,Research & Development,12,2,Other,1,809,3,Female,63,2,2,Laboratory Technician,3,Single,14787,14737,0,Y,No,16,4,3,80,0,30,5,4,30,9,10,10
43,No,Travel_Rarely,646,Sales,4,3,Other,1,810,2,Male,79,3,1,Manufacturing Director,2,Married,19296,4152,4,Y,No,13,3,4,80,2,38,1,4,30,10,3,12
31,No,Travel_Rarely,1162,Sales,22,4,Life Sciences,1,811,2,Male,94,3,5,Research Scientist,4,Married,5233,24168,8,Y,Yes,15,4,2,80,3,33,2,4,12,8,12,2
24,No,Travel_Rarely,761,Research & Development,21,4,Marketing,1,812,1,Female,91,1,1,Research Scientist,4,Divorced,5988,24249,6,Y,No,25,4,1,80,0,28,5,2,4,4,4,4
20,No,Travel_Rarely,524,Sales,17,4,Marketing,1,813,4,Female,72,2,4,Healthcare Representative,4,Married,17818,20348,6,Y,No,21,3,2,80,3,38,1,4,38,2,10,15
40,No,Travel_Rarely,729,Research & Development,15,3,Life Sciences,1,814,1,Female,85,1,1,Laboratory Technician,1,Married,3410,5715,1,Y,Yes,14,3,1,80,1,18,4,2,17,16,9,14
60,No,Travel_Rarely,360,Sales,6,3,Life Sciences,1,815,1,Female,44,2,1,Research Director,3,Single,9950,11431,2,Y,No,20,3,2,80,2,27,3,4,19,17,5,1
35,No,Travel_Rarely,186,Research & Development,16,2,Other,1,816,4,Male,77,3,4,Healthcare Representative,4,Married,16694,6085,3,Y,No,20,3,2,80,2,34,6,4,1,1,0,1
55,No,Travel_Rarely,564,Research & Development,17,1,Other,1,817,1,Male,78,2,2,Laboratory Technician,2,Single,16972,13659,1,Y,No,22,3,4,80,3,39,3,2,39,15,4,6
52,No,Travel_Rarely,175,Research & Development,3,5,Other,1,818,3,Male,73,4,5,Sales Representative,2,Married,17436,26794,9,Y,No,19,3,1,80,2,29,5,2,29,15,5,8
32,No,Travel_Frequently,570,Research & Development,10,5,Human Resources,1,819,1,Male,39,3,3,Manufacturing Director,2,Single,18952,10597,8,Y,No,19,4,2,80,1,9,3,3,9,9,8,8
42,Yes,Non-Travel,513,Sales,5,1,Marketing,1,820,3,Male,49,2,2,Manufacturing Director,4,Single,7044,19252,4,Y,Yes,11,3,1,80,3,10,6,1,10,3,10,10
54,No,Travel_Rarely,924,Research & Development,14,2,Life Sciences,1,821,1,Male,99,1,1,Research Scientist,4,Single,8080,17431,6,Y,No,18,3,1,80,2,28,3,4,28,8,8,2
45,No,Travel_Frequently,994,Sales,26,1,Life Sciences,1,822,2,Male,37,1,3,Research Scientist,2,Single,17540,13206,8,Y,No,25,3,4,80,1,39,4,4,39,14,15,3
27,Yes,Travel_Rarely,825,Research & Development,29,1,Life Sciences,1,823,4,Male,74,3,4,Manufacturing Director,4,Married,3179,15855,4,Y,Yes,19,3,4,80,1,15,0,1,15,11,8,1
56,No,Travel_Rarely,556,Research & Development,21,5,Technical Degree,1,824,2,Male,63,1,2,Sales Representative,2,Single,6127,12117,5,Y,No,15,3,1,80,0,27,1,1,27,15,13,0
34,No,Travel_Rarely,1408,Research & Development,13,2,Human Resources,1,825,1,Male,80,3,5,Research Scientist,1,Divorced,8306,10979,3,Y,Yes,14,3,4,80,2,28,5,1,16,3,2,9
56,No,Travel_Frequently,1362,Sales,26,3,Human Resources,1,826,1,Male,33,3,2,Sales Executive,4,Married,5172,23756,7,Y,No,20,3,2,80,3,37,3,4,37,2,12,2
39,No,Travel_Rarely,752,Research & Development,6,5,Other,1,827,3,Female,68,3,2,Laboratory Technician,1,Married,9035,3470,0,Y,No,14,3,2,80,0,17,1,4,14,3,3,9
43,No,Travel_Rarely,771,Sales,12,3,Other,1,828,1,Female,53,2,3,Sales Executive,1,Married,10028,8033,0,Y,Yes,12,4,4,80,3,30,1,4,30,1,7,8
